Month,AustralianPort,ForeignPort,Country,PaxIn,FreightIn,MailIn,PaxOut,FreightOut,MailOut,TotalPax,TotalFreight,TotalMail,Year,"<< This year is based on the month selected in cell E2 in sheet ""Totals"" - it is only a calendar year if the month in sheet ""Totals"" is set to December",,,,,,,,,,,,,,,,,,,,,,, 
Mar-16,Sydney,Fuzhou,China,"2,450",77.0,8.3,"1,615",5.7,0.0,"4,065",82.7,8.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Guangzhou,China,"19,400",519.6,47.6,"18,591","1,794.4",14.0,"37,991","2,314.0",61.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Ho Chi Minh City,Vietnam,"8,432",250.5,0.0,"7,075",95.8,0.0,"15,507",346.3,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Hong Kong,Hong Kong (SAR),"44,380","2,352.7",25.0,"45,069","2,577.2",24.3,"89,449","4,929.8",49.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Honolulu,USA,"12,033",377.6,8.8,"14,548",191.3,1.1,"26,581",568.9,9.9,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Jakarta,Indonesia,"5,825",184.3,43.8,"5,668",115.6,1.3,"11,493",300.0,45.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Johannesburg,South Africa,"6,638",177.4,4.1,"6,177",37.5,4.4,"12,815",214.9,8.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Kuala Lumpur,Malaysia,"23,972",989.7,9.3,"23,033",425.7,0.0,"47,005","1,415.4",9.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,London,UK,"10,871",614.9,51.7,"12,018",151.6,75.8,"22,889",766.5,127.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Los Angeles,USA,"34,727","1,990.1",194.6,"39,373",830.9,50.6,"74,100","2,821.0",245.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Louisville,USA,..,"1,030.4",0.0,..,..,..,..,"1,030.4",0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Manila,Philippines,"15,577",222.5,1.0,"15,127",428.2,1.4,"30,704",650.7,2.4,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Nadi,Fiji,"15,939",290.5,0.1,"17,023",468.5,6.9,"32,962",759.0,7.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Nanjing,China,"1,508",18.8,6.8,"1,170",0.1,0.0,"2,678",18.8,6.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,New Delhi,India,"3,291",73.8,12.6,"2,844",15.9,0.0,"6,135",89.8,12.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,New York,USA,"2,466",366.7,1.8,"2,990",80.4,15.6,"5,456",447.1,17.4,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Noumea,New Caledonia,"3,615",3.2,0.9,"3,477",72.4,6.5,"7,092",75.6,7.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Osaka,Japan,106,19.5,0.0,..,..,..,106,19.5,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Phuket,Thailand,"3,713",62.1,0.0,"3,911",8.8,0.0,"7,624",70.9,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Port Moresby,Papua New Guinea,609,0.3,0.0,593,2.2,0.0,"1,202",2.5,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Port Vila,Vanuatu,"1,869",2.6,2.9,"2,030",21.4,2.1,"3,899",24.0,5.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Queenstown,New Zealand,"9,186",0.0,0.0,"9,590",0.0,0.0,"18,776",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Rarotonga,Cook Islands,628,0.6,0.0,784,22.3,0.0,"1,412",22.9,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,San Francisco,USA,"11,108",45.7,7.4,"14,507",155.8,1.0,"25,615",201.5,8.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Santiago,Chile,"8,959",91.4,1.9,"8,902",158.1,3.2,"17,861",249.5,5.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Seoul,Korea,"15,483",282.0,82.6,"17,235",475.6,3.2,"32,718",757.6,85.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Shanghai,China,"17,962",869.7,55.5,"16,936",578.7,70.3,"34,898","1,448.4",125.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Shenzhen,China,"2,181",135.4,45.3,"1,489",150.1,0.0,"3,670",285.5,45.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Singapore,Singapore,"56,792","3,554.2",145.8,"58,459","3,644.8",15.2,"115,251","7,199.0",161.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Suva,Fiji,414,0.0,0.0,372,0.0,0.0,786,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Taipei,Taiwan,"5,672",202.9,46.1,"5,887",101.6,3.7,"11,559",304.5,49.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Tokyo,Japan,"21,460","1,261.5",179.0,"24,079",568.3,29.3,"45,539","1,829.8",208.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Tongatapu,Tonga,"1,074",0.6,0.0,734,0.0,0.0,"1,808",0.7,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Toronto,Canada,"1,407",0.0,0.0,"1,344",0.0,0.0,"2,751",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Vancouver,Canada,"5,318",227.0,20.0,"6,185",105.3,15.9,"11,503",332.3,35.9,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Wellington,New Zealand,"14,999",28.9,0.4,"13,890",26.2,0.1,"28,889",55.1,0.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Xiamen,China,"1,750",98.9,6.8,"1,433",75.1,0.0,"3,183",174.0,6.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Sydney,Xi'an,China,"1,549",21.6,0.0,"1,198",33.1,0.0,"2,747",54.7,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Mar-16,Townsville,Denpasar,Indonesia,"1,555",0.0,0.0,"1,604",0.0,0.0,"3,159",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Adelaide,Auckland,New Zealand,"3,177",16.7,0.0,"3,478",10.0,0.0,"6,655",26.7,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Adelaide,Denpasar,Indonesia,"6,967",0.6,0.0,"7,612",0.0,0.0,"14,579",0.6,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Adelaide,Dubai,United Arab Emirates,"5,586",180.6,0.0,"9,065",364.7,0.0,"14,651",545.3,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Adelaide,Hong Kong,Hong Kong (SAR),"4,033",114.3,0.0,"4,207",238.7,0.0,"8,240",353.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Adelaide,Kuala Lumpur,Malaysia,"4,111",59.3,0.0,"3,971",90.3,0.0,"8,082",149.7,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Adelaide,Singapore,Singapore,"7,667",282.6,0.0,"7,848",395.3,0.0,"15,515",677.9,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Abu Dhabi,United Arab Emirates,"5,192",145.5,0.0,"6,323",181.8,0.0,"11,515",327.3,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Apia,Western Samoa,660,0.5,0.0,537,0.2,0.0,"1,197",0.7,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Auckland,New Zealand,"43,993",435.4,19.9,"38,340",537.6,27.7,"82,333",973.0,47.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Bangkok,Thailand,"6,313",213.0,5.6,"5,586",377.4,0.0,"11,899",590.3,5.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Christchurch,New Zealand,"9,528",25.4,0.0,"7,236",23.6,0.0,"16,764",49.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Denpasar,Indonesia,"9,832",75.5,0.0,"11,018",4.2,0.1,"20,850",79.7,0.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Dubai,United Arab Emirates,"13,034",423.9,5.4,"15,929",574.1,15.0,"28,963",998.0,20.4,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Dunedin,New Zealand,"2,055",0.0,0.0,"1,619",0.0,0.0,"3,674",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Espiritu Santo,Vanuatu,286,0.0,0.0,300,0.1,0.0,586,0.1,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Guangzhou,China,"6,808",149.5,0.0,"6,363",215.8,0.0,"13,171",365.4,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Hong Kong,Hong Kong (SAR),"15,352",520.4,4.9,"15,942",736.2,8.4,"31,294","1,256.5",13.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Honiara,Solomon Islands,"1,754",2.1,0.0,"2,086",47.7,0.0,"3,840",49.8,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Honolulu,USA,"6,234",33.6,0.0,"5,580",78.8,0.0,"11,814",112.4,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Los Angeles,USA,"16,826",294.6,8.4,"18,120",327.9,28.3,"34,946",622.5,36.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Manila,Philippines,"1,318",9.7,0.0,"1,165",1.2,0.0,"2,483",11.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Nadi,Fiji,"7,075",21.7,0.0,"6,725",43.4,0.7,"13,800",65.1,0.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Nauru,Nauru,768,0.5,0.0,774,61.6,1.3,"1,542",62.0,1.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Noumea,New Caledonia,"1,654",0.7,0.0,"1,704",11.2,0.2,"3,358",11.9,0.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Port Moresby,Papua New Guinea,"7,606",23.8,0.0,"7,329",264.7,0.0,"14,935",288.5,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Port Vila,Vanuatu,"1,222",1.5,0.1,"1,066",17.3,0.1,"2,288",18.7,0.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Queenstown,New Zealand,"1,627",0.0,0.0,"1,695",0.0,0.0,"3,322",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Seoul,Korea,"3,637",51.1,15.6,"3,856",121.8,0.3,"7,493",172.9,16.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Singapore,Singapore,"29,799","1,085.8",47.6,"31,160","1,868.9",9.0,"60,959","2,954.7",56.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Taipei,Taiwan,"3,904",76.2,6.1,"4,024",116.6,0.0,"7,928",192.9,6.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Tokyo,Japan,"8,077",107.0,0.0,"6,255",131.4,15.3,"14,332",238.4,15.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Brisbane,Wellington,New Zealand,"7,860",0.0,0.0,"6,661",0.0,0.0,"14,521",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Cairns,Auckland,New Zealand,"1,818",19.8,0.0,"1,732",0.3,0.0,"3,550",20.1,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Cairns,Denpasar,Indonesia,"2,057",0.0,0.0,"2,057",0.0,0.0,"4,114",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Cairns,Hong Kong,Hong Kong (SAR),"2,209",23.9,0.0,"4,105",177.9,0.0,"6,314",201.8,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Cairns,Manila,Philippines,349,1.9,0.0,427,0.0,0.0,776,1.9,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Cairns,Osaka,Japan,"5,489",2.7,0.0,"4,543",8.2,0.0,"10,032",10.8,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Cairns,Port Moresby,Papua New Guinea,"3,926",3.7,0.0,"3,597",7.1,0.0,"7,523",10.7,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Cairns,Shanghai,China,"2,496",3.1,0.0,"2,141",0.0,0.0,"4,637",3.1,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Cairns,Singapore,Singapore,"1,173",0.2,0.0,"1,832",0.0,0.0,"3,005",0.3,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Cairns,Tokyo,Japan,"6,459",3.8,3.1,"5,433",6.3,0.0,"11,892",10.1,3.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Darwin,Denpasar,Indonesia,"4,434",0.4,0.0,"4,572",0.0,0.0,"9,006",0.4,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Darwin,Kuala Lumpur,Malaysia,890,0.4,0.0,906,0.3,0.0,"1,796",0.7,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Darwin,Manila,Philippines,551,1.2,0.0,529,0.0,0.0,"1,080",1.2,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Darwin,Singapore,Singapore,"3,933",16.7,0.0,"4,014",9.5,0.0,"7,947",26.2,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Darwin,Zhengzhou,China,..,..,..,..,0.0,0.0,..,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Gold Coast,Auckland,New Zealand,"16,849",1.9,0.0,"15,198",0.4,0.0,"32,047",2.3,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Gold Coast,Christchurch,New Zealand,"3,463",0.2,0.0,"3,055",0.0,0.0,"6,518",0.2,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Gold Coast,Hong Kong,Hong Kong (SAR),"1,544",80.4,0.0,363,30.9,0.0,"1,907",111.3,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Gold Coast,Kuala Lumpur,Malaysia,"6,638",16.9,0.0,"5,646",83.3,0.0,"12,284",100.1,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Gold Coast,Nadi,Fiji,"1,487",6.9,0.0,"1,332",0.1,0.0,"2,819",7.1,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Gold Coast,Queenstown,New Zealand,"2,378",0.0,0.0,"1,839",0.0,0.0,"4,217",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Gold Coast,Singapore,Singapore,"4,752",71.6,0.0,"4,410",77.4,0.0,"9,162",148.9,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Gold Coast,Tokyo,Japan,"5,086",45.5,2.2,"4,364",0.0,0.0,"9,450",45.5,2.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Gold Coast,Wellington,New Zealand,"1,910",0.0,0.0,"1,430",0.0,0.0,"3,340",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Gold Coast,Wuhan,China,"1,776",0.0,0.0,"1,920",0.0,0.0,"3,696",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Abu Dhabi,United Arab Emirates,"12,878",520.1,12.4,"16,085",713.5,1.8,"28,963","1,233.6",14.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Auckland,New Zealand,"54,924","1,153.1",61.3,"45,122","1,196.1",48.7,"100,046","2,349.3",110.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Bandar Seri Begawan,Brunei,"4,389",213.0,5.5,"5,178",339.2,0.0,"9,567",552.2,5.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Bangkok,Thailand,"17,935",633.7,53.1,"16,073",660.5,2.0,"34,008","1,294.2",55.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Beijing,China,"2,498",43.3,0.0,"2,483",60.7,0.0,"4,981",104.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Chengdu,China,"2,643",62.6,0.0,"2,612",3.6,0.0,"5,255",66.2,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Christchurch,New Zealand,"13,474",26.6,0.0,"11,528",31.4,0.0,"25,002",58.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Denpasar,Indonesia,"23,695",157.1,43.8,"22,367",135.0,0.2,"46,062",292.1,44.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Doha,Qatar,"6,162",366.4,6.2,"10,000",286.5,0.0,"16,162",652.9,6.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Dubai,United Arab Emirates,"17,893",844.3,15.6,"22,330","1,659.6",0.9,"40,223","2,504.0",16.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Guangzhou,China,"13,877",351.8,61.4,"13,780",526.6,21.5,"27,657",878.4,82.9,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Ho Chi Minh City,Vietnam,"6,830",202.5,0.0,"5,384",199.3,0.0,"12,214",401.8,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Hong Kong,Hong Kong (SAR),"28,517",901.9,14.7,"28,166","1,235.9",14.5,"56,683","2,137.9",29.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Honolulu,USA,"4,187",78.5,0.1,"3,794",38.5,0.0,"7,981",117.0,0.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Jakarta,Indonesia,"2,537",65.4,21.4,"2,183",219.0,0.0,"4,720",284.4,21.4,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Kuala Lumpur,Malaysia,"32,270",622.7,4.8,"28,062",558.6,0.0,"60,332","1,181.3",4.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,London,UK,"2,964",221.2,24.1,"5,882",90.4,51.3,"8,846",311.6,75.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Los Angeles,USA,"20,020",131.9,76.3,"21,135",323.7,54.5,"41,155",455.6,130.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Manila,Philippines,"3,063",62.7,0.0,"2,650",242.5,0.0,"5,713",305.2,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Nadi,Fiji,"6,081",29.7,0.0,"5,929",30.6,0.0,"12,010",60.3,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,New Delhi,India,"3,049",52.7,0.0,"2,071",8.6,0.0,"5,120",61.3,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Noumea,New Caledonia,"1,102",0.0,0.0,"1,058",3.8,1.6,"2,160",3.8,1.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Osaka,Japan,97,7.9,0.0,..,..,..,97,7.9,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Phuket,Thailand,"4,496",40.5,0.0,"4,426",1.2,0.0,"8,922",41.7,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Queenstown,New Zealand,"4,395",0.0,0.0,"4,090",0.0,0.0,"8,485",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Shanghai,China,"12,453",323.0,0.0,"11,719",422.2,0.0,"24,172",745.1,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Shenzhen,China,..,..,..,..,52.8,0.0,..,52.8,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Singapore,Singapore,"55,573","2,502.2",124.1,"51,585","3,437.2",23.6,"107,158","5,939.4",147.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Taipei,Taiwan,"2,399",45.7,6.0,"1,953",77.9,0.0,"4,352",123.6,6.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Tokyo,Japan,"5,907",116.0,0.8,"6,225",127.9,3.2,"12,132",243.9,4.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Wellington,New Zealand,"11,235",10.2,0.0,"10,061",27.2,0.0,"21,296",37.4,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Melbourne,Zhengzhou,China,..,..,..,..,106.7,0.0,..,106.7,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Norfolk Island,Auckland,New Zealand,476,7.3,0.1,454,2.3,0.1,930,9.5,0.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Abu Dhabi,United Arab Emirates,"4,707",57.1,0.9,"6,835",142.4,0.3,"11,542",199.5,1.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Auckland,New Zealand,"11,120",315.7,20.3,"9,708",142.7,3.7,"20,828",458.4,24.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Bangkok,Thailand,"6,268",169.1,4.7,"5,727",132.7,0.0,"11,995",301.8,4.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Christchurch,New Zealand,"1,738",11.4,0.0,"1,320",5.3,0.0,"3,058",16.7,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Denpasar,Indonesia,"35,279",33.4,1.2,"35,466",99.7,0.1,"70,745",133.1,1.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Doha,Qatar,"6,226",404.3,0.0,"9,820",617.3,0.0,"16,046","1,021.7",0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Dubai,United Arab Emirates,"14,920",456.2,6.8,"20,486",839.4,2.1,"35,406","1,295.6",8.9,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Guangzhou,China,"3,016",99.1,0.0,"3,090",118.2,0.0,"6,106",217.3,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Hong Kong,Hong Kong (SAR),"9,185",218.0,0.0,"10,031",555.3,0.0,"19,216",773.4,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Jakarta,Indonesia,"2,010",3.6,0.0,"2,106",0.3,0.0,"4,116",3.8,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Johannesburg,South Africa,"6,885",79.4,0.0,"6,724",209.3,0.0,"13,609",288.7,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Kota Kinabalu,Malaysia,375,0.0,0.0,374,0.0,0.0,749,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Kuala Lumpur,Malaysia,"22,344",238.5,0.6,"20,321",107.4,0.0,"42,665",345.9,0.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Mauritius,Mauritius,"2,082",18.2,0.3,"2,012",12.0,0.0,"4,094",30.3,0.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Qingdao,China,..,..,..,..,72.6,0.0,..,72.6,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Shanghai,China,..,..,..,..,0.0,0.0,..,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Perth,Singapore,Singapore,"46,613",896.2,8.4,"46,403","1,545.3",5.5,"93,016","2,441.5",14.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Port Hedland,Denpasar,Indonesia,545,0.0,0.0,514,0.0,0.0,"1,059",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Sydney,Abu Dhabi,United Arab Emirates,"13,162",282.2,15.3,"18,004",334.5,12.7,"31,166",616.7,28.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Sydney,Anchorage,USA,..,..,..,..,0.0,0.0,..,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Sydney,Apia,Western Samoa,"1,196",0.1,0.0,"1,483",2.8,0.0,"2,679",2.9,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Sydney,Auckland,New Zealand,"71,977","1,699.3",65.8,"65,022","2,422.8",67.3,"136,999","4,122.0",133.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Sydney,Bangkok,Thailand,"25,299",505.8,60.2,"22,467",439.4,18.9,"47,766",945.2,79.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Sydney,Beijing,China,"5,658",123.6,23.6,"6,615",91.3,24.7,"12,273",214.9,48.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Sydney,Cebu,Philippines,..,..,..,..,0.0,0.0,..,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Apr-16,Sydney,Chicago,USA,..,643.0,0.4,..,4.0,0.0,..,647.0,0.4,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
