Month,AustralianPort,ForeignPort,Country,PaxIn,FreightIn,MailIn,PaxOut,FreightOut,MailOut,TotalPax,TotalFreight,TotalMail,Year,"<< This year is based on the month selected in cell E2 in sheet ""Totals"" - it is only a calendar year if the month in sheet ""Totals"" is set to December",,,,,,,,,,,,,,,,,,,,,,, 
Aug-09,Sydney,Anchorage,USA,..,..,..,..,0.0,0.0,..,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Apia,Western Samoa,"1,320",6.4,0.0,"1,658",1.6,0.0,"2,978",8.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Auckland,New Zealand,"49,211","1,792.0",110.1,"49,931","2,856.8",127.2,"99,142","4,648.8",237.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Bangkok,Thailand,"25,832","1,199.0",67.5,"20,868",598.0,17.8,"46,700","1,797.0",85.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Beijing,China,"4,447",40.4,46.1,"3,659",78.6,6.4,"8,106",119.0,52.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Buenos Aires,Argentina,"3,660",18.7,1.0,"3,953",31.5,0.9,"7,613",50.2,1.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Chicago,USA,284,698.7,0.0,439,5.2,0.0,723,703.9,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Christchurch,New Zealand,"26,409",567.1,0.5,"24,447",420.1,4.8,"50,856",987.2,5.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Dallas,USA,..,58.1,0.0,..,..,..,..,58.1,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Denpasar,Indonesia,"9,775",311.9,14.5,"9,714",30.6,0.2,"19,489",342.5,14.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Dubai,United Arab Emirates,"16,129",485.8,116.7,"13,687",457.5,0.0,"29,816",943.3,116.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Espiritu Santo,Vanuatu,140,0.0,0.0,186,0.0,0.0,326,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Frankfurt,Germany,"4,006",123.0,10.1,"3,866",21.1,41.0,"7,872",144.2,51.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Guangzhou,China,"3,248",241.3,10.8,"3,205",26.3,19.9,"6,453",267.5,30.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Hanoi,Vietnam,774,0.0,0.0,513,0.0,0.0,"1,287",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Ho Chi Minh City,Vietnam,"4,250",183.2,0.0,"3,424",28.2,0.0,"7,674",211.4,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Hong Kong,Hong Kong (SAR),"35,437","2,621.8",7.8,"35,713",795.3,51.8,"71,150","3,417.1",59.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Honolulu,USA,"8,636",143.8,4.6,"9,096",84.2,1.3,"17,732",228.0,5.9,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Jakarta,Indonesia,"4,251",78.6,0.0,"4,280",102.8,3.4,"8,531",181.4,3.4,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Johannesburg,South Africa,"6,745",127.3,3.5,"5,865",57.0,9.0,"12,610",184.3,12.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Kota Kinabalu,Malaysia,..,..,..,..,0.0,0.0,..,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Kuala Lumpur,Malaysia,"11,551","1,082.1",6.2,"10,179",315.6,0.0,"21,730","1,397.7",6.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,London,UK,"20,612",574.4,122.5,"22,783",179.7,61.5,"43,395",754.0,184.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Los Angeles,USA,"31,497","2,027.9",109.3,"34,509",426.7,67.0,"66,006","2,454.6",176.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Louisville,USA,..,"1,338.5",0.0,..,..,..,..,"1,338.5",0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Manila,Philippines,"5,428",134.3,12.9,"4,757",96.9,1.6,"10,185",231.2,14.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Nadi,Fiji,"15,444",226.0,2.2,"14,736",163.7,9.1,"30,180",389.7,11.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,New York,USA,"4,202",381.0,20.3,"4,262",31.2,3.7,"8,464",412.2,24.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Noumea,New Caledonia,"4,391",2.4,0.6,"3,162",95.9,6.1,"7,553",98.3,6.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Osaka,Japan,922,85.0,0.0,965,43.2,3.3,"1,887",128.1,3.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Paris,France,193,0.6,0.0,377,0.0,0.0,570,0.6,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Phuket,Thailand,"3,227",68.4,0.0,"3,093",0.0,0.0,"6,320",68.4,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Port Moresby,Papua New Guinea,740,1.8,0.7,905,6.6,0.0,"1,645",8.4,0.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Port Vila,Vanuatu,"3,374",8.0,0.0,"2,887",16.8,0.0,"6,261",24.8,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Queenstown,New Zealand,"4,659",0.0,0.0,"4,707",0.0,0.0,"9,366",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Rarotonga,Cook Islands,..,..,..,4,0.0,0.0,4,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,San Francisco,USA,"13,031",154.4,52.2,"15,908",207.4,6.4,"28,939",361.8,58.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Santiago,Chile,"2,936",226.3,2.7,"3,146",129.5,3.5,"6,082",355.9,6.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Seoul,Korea,"12,177",949.4,94.7,"14,013",288.8,2.8,"26,190","1,238.2",97.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Shanghai,China,"9,310",798.1,58.4,"8,177",138.1,3.9,"17,487",936.3,62.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Singapore,Singapore,"41,470","2,614.5",137.0,"41,382",931.6,19.6,"82,852","3,546.1",156.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,St Denis de la Reunion,Reunion,548,0.0,0.0,900,6.0,0.0,"1,448",6.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Taipei,Taiwan,"5,369",126.4,23.5,"6,352",39.9,0.1,"11,721",166.3,23.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Tokyo,Japan,"10,312",380.6,127.4,"11,607",323.7,34.9,"21,919",704.3,162.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Toledo,USA,..,248.1,0.0,..,..,..,..,248.1,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Tongatapu,Tonga,"1,076",1.7,0.0,"1,092",1.4,0.0,"2,168",3.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Toronto,Canada,"1,270",19.4,0.0,"1,217",1.6,0.0,"2,487",21.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Vancouver,Canada,"4,872",266.0,0.4,"5,482",190.9,0.0,"10,354",456.9,0.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Aug-09,Sydney,Wellington,New Zealand,"8,794",30.7,0.0,"8,496",25.9,0.0,"17,290",56.6,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Adelaide,Auckland,New Zealand,"2,528",18.4,0.0,"2,565",19.5,0.0,"5,093",37.9,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Adelaide,Denpasar,Indonesia,"1,605",0.0,0.0,"1,790",0.0,0.0,"3,395",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Adelaide,Hong Kong,Hong Kong (SAR),"3,581",97.0,0.0,"2,912",258.9,0.0,"6,493",356.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Adelaide,Kuala Lumpur,Malaysia,"3,947",135.2,0.0,"4,168",103.0,0.0,"8,115",238.2,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Adelaide,Nadi,Fiji,389,0.0,0.0,631,0.0,0.0,"1,020",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Adelaide,Singapore,Singapore,"9,989",432.6,0.0,"10,633",632.5,6.0,"20,622","1,065.1",6.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Abu Dhabi,United Arab Emirates,"2,240",40.6,0.0,"2,340",37.0,0.0,"4,580",77.6,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Apia,Western Samoa,426,0.1,0.0,268,0.0,0.0,694,0.1,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Auckland,New Zealand,"33,387",423.6,65.0,"33,653",713.5,8.3,"67,040","1,137.0",73.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Bandar Seri Begawan,Brunei,"3,310",42.4,0.0,"3,503",83.0,0.0,"6,813",125.4,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Bangkok,Thailand,"5,028",182.6,0.0,"5,640",210.4,0.0,"10,668",393.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Bombay,India,253,24.8,0.0,296,4.8,0.7,549,29.6,0.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Chicago,USA,2,0.0,0.0,..,..,..,2,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Christchurch,New Zealand,"14,968",36.9,0.0,"15,356",42.8,0.0,"30,324",79.7,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Denpasar,Indonesia,"4,272",0.0,0.0,"5,591",0.0,0.0,"9,863",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Dubai,United Arab Emirates,"10,517",152.6,0.0,"10,645",202.9,0.0,"21,162",355.5,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Dunedin,New Zealand,"2,452",0.0,0.0,"2,480",0.2,0.0,"4,932",0.2,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Espiritu Santo,Vanuatu,154,0.0,0.0,282,0.4,0.0,436,0.4,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Hamilton,New Zealand,"1,521",0.0,0.0,"1,371",0.0,0.0,"2,892",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Hong Kong,Hong Kong (SAR),"9,189",449.2,35.4,"7,757",282.8,10.0,"16,946",732.0,45.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Honiara,Solomon Islands,"1,817",7.3,0.0,"1,942",50.6,0.0,"3,759",57.8,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Kuala Lumpur,Malaysia,"2,169",85.3,0.2,"2,857",79.5,0.0,"5,026",164.8,0.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,London,UK,139,6.5,2.5,..,..,..,139,6.5,2.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Los Angeles,USA,"12,656",181.5,0.4,"14,106",58.7,27.4,"26,762",240.2,27.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Manila,Philippines,584,0.7,0.0,596,12.0,0.2,"1,180",12.7,0.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Nadi,Fiji,"9,066",52.7,0.0,"9,457",35.6,1.7,"18,523",88.3,1.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Nauru,Nauru,212,0.1,0.0,159,9.8,0.0,371,9.9,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Noumea,New Caledonia,"1,474",0.3,0.0,"1,770",54.5,0.3,"3,244",54.8,0.4,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Port Moresby,Papua New Guinea,"6,392",73.8,0.8,"6,676",246.3,15.0,"13,068",320.1,15.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Port Vila,Vanuatu,"2,803",29.0,0.0,"3,411",22.3,0.0,"6,214",51.3,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Queenstown,New Zealand,"1,275",0.0,0.0,"1,327",0.0,0.0,"2,602",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Seoul,Korea,"2,822",35.0,16.8,"3,430",80.5,0.0,"6,252",115.5,16.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Singapore,Singapore,"28,281",949.6,12.2,"30,045",939.5,39.6,"58,326","1,889.1",51.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Taipei,Taiwan,"3,909",202.3,27.7,"4,365",62.6,1.2,"8,274",264.9,28.9,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Tokyo,Japan,"6,420",124.9,12.8,"6,187",161.4,1.5,"12,607",286.4,14.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Brisbane,Wellington,New Zealand,"7,599",4.0,0.0,"7,764",3.2,0.0,"15,363",7.2,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Cairns,Auckland,New Zealand,"2,003",15.1,0.0,"2,344",2.1,0.0,"4,347",17.1,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Cairns,Guam,Guam,"1,696",0.1,0.0,"1,721",1.3,0.0,"3,417",1.4,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Cairns,Hong Kong,Hong Kong (SAR),"2,692",17.7,0.0,"2,423",238.1,0.0,"5,115",255.8,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Cairns,Port Moresby,Papua New Guinea,"3,024",10.2,0.0,"2,993",17.9,0.3,"6,017",28.1,0.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Cairns,Singapore,Singapore,"1,923",4.6,0.0,"1,846",2.8,10.7,"3,769",7.4,10.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Cairns,Tokyo,Japan,"7,361",103.8,2.5,"7,497",161.5,10.1,"14,858",265.3,12.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Darwin,Denpasar,Indonesia,"3,611",4.0,0.0,"2,898",0.0,0.0,"6,509",4.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Darwin,Ho Chi Minh City,Vietnam,764,5.4,0.0,692,0.0,0.0,"1,456",5.4,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Darwin,Singapore,Singapore,"5,062",20.5,0.0,"5,126",4.5,0.0,"10,188",25.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Gold Coast,Auckland,New Zealand,"10,196",2.2,0.0,"10,110",9.8,0.0,"20,306",12.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Gold Coast,Christchurch,New Zealand,"2,291",0.4,0.0,"2,336",4.3,0.0,"4,627",4.7,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Gold Coast,Kuala Lumpur,Malaysia,"5,222",106.5,0.0,"5,184",1.8,0.0,"10,406",108.3,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Gold Coast,Osaka,Japan,"5,074",29.8,4.8,"5,872",54.6,0.0,"10,946",84.4,4.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Gold Coast,Tokyo,Japan,"7,206",123.9,3.5,"7,354",75.0,0.3,"14,560",198.9,3.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Gold Coast,Wellington,New Zealand,532,0.3,0.0,512,0.2,0.0,"1,044",0.6,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Abu Dhabi,United Arab Emirates,"7,240",359.4,3.8,"6,864",457.5,3.2,"14,104",816.9,7.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Auckland,New Zealand,"30,141",999.6,103.7,"30,053",736.9,20.6,"60,194","1,736.5",124.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Bangkok,Thailand,"17,838",781.3,45.7,"16,719",575.7,1.2,"34,557","1,356.9",47.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Beijing,China,"1,620",18.2,0.0,"1,520",28.6,0.0,"3,140",46.8,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Chicago,USA,186,100.6,0.0,159,0.0,0.0,345,100.6,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Christchurch,New Zealand,"11,168",73.9,0.0,"12,106",46.3,0.0,"23,274",120.3,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Denpasar,Indonesia,"8,590",163.4,0.0,"7,937",38.6,0.1,"16,527",201.9,0.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Dubai,United Arab Emirates,"16,341",465.1,29.0,"14,110","1,080.1",2.6,"30,451","1,545.2",31.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Guangzhou,China,"1,565",54.3,7.1,"1,174",2.5,0.0,"2,739",56.8,7.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Hanoi,Vietnam,384,0.0,0.0,721,1.1,0.0,"1,105",1.1,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Ho Chi Minh City,Vietnam,"3,066",80.7,0.0,"3,279",15.1,0.0,"6,345",95.8,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Hong Kong,Hong Kong (SAR),"21,010","1,642.4",175.8,"21,570","1,212.0",11.2,"42,580","2,854.4",186.9,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Honolulu,USA,..,0.0,0.0,223,0.0,0.0,223,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Jakarta,Indonesia,"1,950",37.3,0.0,"1,805",26.3,0.0,"3,755",63.5,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Kuala Lumpur,Malaysia,"21,720","1,007.3",7.8,"23,601",491.3,0.0,"45,321","1,498.6",7.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,London,UK,"6,532",99.6,10.4,"6,452",32.9,45.9,"12,984",132.4,56.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Los Angeles,USA,"14,245",93.9,89.6,"15,415",383.8,41.0,"29,660",477.6,130.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Luxembourg,Luxembourg,..,108.8,0.0,..,0.0,0.0,..,108.8,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Manila,Philippines,"1,748",85.3,0.0,"1,960",24.8,0.0,"3,708",110.1,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Mauritius,Mauritius,570,19.2,0.0,549,22.9,0.0,"1,119",42.1,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Nadi,Fiji,"4,780",56.3,0.0,"5,201",46.6,0.1,"9,981",102.9,0.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,New York,USA,..,90.9,0.0,..,..,..,..,90.9,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Port Vila,Vanuatu,507,1.6,0.0,777,2.5,0.0,"1,284",4.1,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Queenstown,New Zealand,"1,269",0.0,0.0,"1,175",0.0,0.0,"2,444",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Rarotonga,Cook Islands,33,0.0,0.0,..,..,..,33,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Seoul,Korea,"2,041",62.7,14.4,"2,655",101.6,0.0,"4,696",164.3,14.4,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Shanghai,China,"3,530",163.0,0.0,"3,863",70.5,0.0,"7,393",233.5,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Singapore,Singapore,"36,604","1,857.2",40.1,"37,558","1,909.2",39.3,"74,162","3,766.5",79.4,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Melbourne,Wellington,New Zealand,"5,272",14.1,0.0,"5,135",11.5,0.0,"10,407",25.6,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Norfolk Island,Auckland,New Zealand,399,6.4,0.2,339,0.5,0.0,738,6.9,0.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Anchorage,USA,..,..,..,..,0.0,0.0,..,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Auckland,New Zealand,"4,496",143.6,29.8,"4,397",97.6,0.0,"8,893",241.3,29.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Bandar Seri Begawan,Brunei,"2,270",3.3,0.1,"1,910",15.0,0.0,"4,180",18.4,0.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Bangkok,Thailand,"5,474",218.8,2.5,"3,308",97.5,0.0,"8,782",316.2,2.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Chicago,USA,..,..,..,..,0.0,0.0,..,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Denpasar,Indonesia,"24,794",18.0,0.0,"26,761",3.5,0.1,"51,555",21.5,0.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Dubai,United Arab Emirates,"12,621",279.8,11.8,"10,531",515.5,0.4,"23,152",795.3,12.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Hong Kong,Hong Kong (SAR),"9,015",332.5,1.9,"7,864",201.7,1.6,"16,879",534.1,3.5,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Jakarta,Indonesia,"1,176",0.0,0.0,"1,086",0.0,0.0,"2,262",0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Johannesburg,South Africa,"5,008",37.1,1.4,"4,957",128.0,2.8,"9,965",165.0,4.2,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Kuala Lumpur,Malaysia,"15,452",263.6,2.8,"16,923",228.2,0.0,"32,375",491.8,2.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Mauritius,Mauritius,548,4.1,0.0,688,20.3,0.0,"1,236",24.5,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Phuket,Thailand,..,..,..,"1,989",3.2,0.0,"1,989",3.2,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Shanghai,China,..,..,..,..,0.0,0.0,..,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Singapore,Singapore,"39,447",928.6,35.1,"38,878","1,134.4",33.6,"78,325","2,063.0",68.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Perth,Tokyo,Japan,"1,681",28.7,0.0,"1,621",70.1,1.8,"3,302",98.8,1.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Sydney,Abu Dhabi,United Arab Emirates,"11,440",499.7,38.5,"10,784",393.7,17.9,"22,224",893.5,56.3,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Sydney,Anchorage,USA,..,..,..,..,0.0,0.0,..,0.0,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Sydney,Apia,Western Samoa,"1,633",1.5,0.0,"1,383",2.3,0.0,"3,016",3.9,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Sydney,Auckland,New Zealand,"51,071","1,807.3",101.8,"50,749","2,860.4",143.3,"101,820","4,667.7",245.1,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Sydney,Bangkok,Thailand,"25,242","1,207.6",85.2,"23,204",478.5,20.5,"48,446","1,686.1",105.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Sydney,Beijing,China,"4,482",25.2,40.1,"3,927",41.0,21.7,"8,409",66.3,61.8,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Sydney,Buenos Aires,Argentina,"4,022",28.1,0.9,"4,843",46.4,0.8,"8,865",74.5,1.7,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Sydney,Chicago,USA,366,563.1,0.0,344,4.6,0.0,710,567.7,0.0,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
Sep-09,Sydney,Christchurch,New Zealand,"21,582",546.7,1.3,"20,919",384.0,5.3,"42,501",930.7,6.6,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
