INTERNATIONAL SCHEDULED AIR TRANSPORT - Airline supplied data,,,,,,,,,,,,,,,,,,,,,,
"Country is determined by where ""same flight number"" services Originate or Terminate",,,,,,,,,,,,,,,,,,,,,,
"The true seat utilisation factors for airlines other than Australian Airlines, Qantas Airways, Emirates (for November 2011 onwards), China Airlines (for January 2014 onwards), Philippine Airlines (for December 2015 onwards), AirAsia X (for March 2016 onwards) and Singapore Airlines (for September 2016 onwards), that operate via Australia will most likely be higher than what is calculated using this data. See ""ReadMe"" tab for more information.",,,,,,,,,,,,,,,,,,,,,,
More detailed information on flights and seats by route and city pairs can be found at:,,,,,http://www.bitre.gov.au/publications/ongoing/international_airlines-operated_flights_seats.aspx,,,,,,,,,,,,,,,,,
MONTH,AIRLINE,COUNTRY,FLTS IN,PAX IN,SEATS IN,FLTS OUT,PAX OUT,SEATS OUT,FIN_Y,CAL_Y,,,,,,,,,,,,
Feb-11,Singapore Airlines,Singapore,380,"112,193","122,172",381,"84,247","122,172",2011,2011,,,,,,,,,,,,
Feb-11,Solomon Airlines,Solomon Islands,16,"1,146","2,496",16,"1,318","2,496",2011,2011,,,,,,,,,,,,
Feb-11,South African Airways,South Africa,28,"4,535","7,065",28,"3,718","7,065",2011,2011,,,,,,,,,,,,
Feb-11,Strategic Airlines,Indonesia,20,"1,482","3,040",20,"1,668","3,040",2011,2011,,,,,,,,,,,,
Feb-11,Strategic Airlines,Thailand,4,361,"1,092",4,747,"1,092",2011,2011,,,,,,,,,,,,
Feb-11,Tasman Cargo Airlines,New Zealand,20,..,-,20,..,-,2011,2011,,,,,,,,,,,,
Feb-11,Thai Airways International,Thailand,174,"39,073","51,840",174,"29,006","51,840",2011,2011,,,,,,,,,,,,
Feb-11,Tiger Airways,Singapore,28,"4,429","5,040",28,"3,028","5,040",2011,2011,,,,,,,,,,,,
Feb-11,United Airlines,USA,56,"19,007","20,944",56,"15,446","20,944",2011,2011,,,,,,,,,,,,
Feb-11,United Parcel Service,China,-,..,-,20,..,..,2011,2011,,,,,,,,,,,,
Feb-11,United Parcel Service,Singapore,-,..,-,4,..,..,2011,2011,,,,,,,,,,,,
Feb-11,United Parcel Service,Taiwan,-,..,-,3,..,..,2011,2011,,,,,,,,,,,,
Feb-11,United Parcel Service,USA,29,..,..,-,..,-,2011,2011,,,,,,,,,,,,
Feb-11,V Australia,South Africa,7,"1,642","2,527",7,"1,754","2,527",2011,2011,,,,,,,,,,,,
Feb-11,V Australia,Thailand,12,"3,957","4,332",12,"2,767","4,332",2011,2011,,,,,,,,,,,,
Feb-11,V Australia,United Arab Emirates,2,494,722,2,344,722,2011,2011,,,,,,,,,,,,
Feb-11,V Australia,USA,53,"17,733","19,133",53,"15,003","19,133",2011,2011,,,,,,,,,,,,
Feb-11,Vietnam Airlines,Vietnam,40,"10,973","11,578",40,"6,756","11,578",2011,2011,,,,,,,,,,,,
Feb-11,Virgin Atlantic Airways,UK,28,"7,873","8,624",28,"5,629","8,624",2011,2011,,,,,,,,,,,,
Mar-11,Aerolineas Argentinas,Argentina,15,"3,010","3,705",15,"3,176","3,705",2011,2011,,,,,,,,,,,,
Mar-11,Air Austral,France,8,759,"3,536",9,857,"3,978",2011,2011,,,,,,,,,,,,
Mar-11,Air Caledonie,New Caledonia,33,"3,309","4,707",31,"3,129","4,474",2011,2011,,,,,,,,,,,,
Mar-11,Air Canada,Canada,31,"6,188","8,370",31,"6,377","8,370",2011,2011,,,,,,,,,,,,
Mar-11,Air China,China,57,"11,514","13,680",57,"9,906","13,680",2011,2011,,,,,,,,,,,,
Mar-11,Air Mauritius,Mauritius,9,"1,270","2,590",8,"1,133","2,292",2011,2011,,,,,,,,,,,,
Mar-11,Air New Zealand,New Zealand,651,"101,275","124,739",647,"90,841","123,984",2011,2011,,,,,,,,,,,,
Mar-11,Air Niugini,Papua New Guinea,108,"7,758","14,740",107,"7,895","14,555",2011,2011,,,,,,,,,,,,
Mar-11,Fiji Airways,Fiji,75,"13,267","21,309",75,"14,234","21,309",2011,2011,,,,,,,,,,,,
Mar-11,Air Vanuatu,Vanuatu,29,"2,267","4,930",28,"2,294","4,760",2011,2011,,,,,,,,,,,,
Mar-11,AirAsia X,Malaysia,93,"28,208","35,061",93,"25,492","35,061",2011,2011,,,,,,,,,,,,
Mar-11,Airlines PNG,Papua New Guinea,9,136,333,9,125,333,2011,2011,,,,,,,,,,,,
Mar-11,Asiana Airlines,Korea,31,"6,296","9,393",31,"6,445","9,393",2011,2011,,,,,,,,,,,,
Mar-11,British Airways,UK,61,"12,174","16,907",61,"14,005","16,908",2011,2011,,,,,,,,,,,,
Mar-11,Cathay Pacific Airways,Hong Kong (SAR),315,"51,049","80,303",313,"50,439","80,303",2011,2011,,,,,,,,,,,,
Mar-11,China Airlines,New Zealand,13,"1,348","3,991",13,"1,843","3,991",2011,2011,,,,,,,,,,,,
Mar-11,China Airlines,Taiwan,34,"4,603","10,291",34,"5,133","10,291",2011,2011,,,,,,,,,,,,
Mar-11,China Eastern Airlines,China,39,"8,525","11,008",39,"6,840","11,008",2011,2011,,,,,,,,,,,,
Mar-11,China Southern Airlines,China,107,"20,852","29,184",107,"16,590","29,184",2011,2011,,,,,,,,,,,,
Mar-11,Continental Micronesia,Guam,24,"1,851","2,999",24,"1,770","2,998",2011,2011,,,,,,,,,,,,
Mar-11,Delta Air Lines,USA,31,"5,972","8,339",31,"7,419","8,339",2011,2011,,,,,,,,,,,,
Mar-11,Emirates,New Zealand,124,"24,905","47,988",124,"18,739","47,988",2011,2011,,,,,,,,,,,,
Mar-11,Emirates,United Arab Emirates,279,"48,502","97,725",279,"59,848","97,725",2011,2011,,,,,,,,,,,,
Mar-11,Etihad Airways,United Arab Emirates,92,"14,937","25,226",92,"19,225","25,226",2011,2011,,,,,,,,,,,,
Mar-11,Eva Air,Taiwan,7,"1,086","1,764",7,"1,065","1,764",2011,2011,,,,,,,,,,,,
Mar-11,Federal Express Corporation,China,-,..,-,25,..,..,2011,2011,,,,,,,,,,,,
Mar-11,Federal Express Corporation,USA,25,..,..,-,..,-,2011,2011,,,,,,,,,,,,
Mar-11,Garuda Indonesia,Indonesia,144,"17,168","29,786",144,"17,512","29,786",2011,2011,,,,,,,,,,,,
Mar-11,Hainan Airlines,China,8,958,"1,776",8,599,"1,776",2011,2011,,,,,,,,,,,,
Mar-11,Hawaiian Airlines,USA,17,"3,727","4,342",17,"3,968","4,342",2011,2011,,,,,,,,,,,,
Mar-11,Indonesia AirAsia,Indonesia,118,"12,992","21,240",118,"13,097","21,240",2011,2011,,,,,,,,,,,,
Mar-11,Japan Airlines,Japan,30,"5,551","7,350",30,"5,128","7,350",2011,2011,,,,,,,,,,,,
Mar-11,Jetstar,Fiji,17,"2,079","3,003",17,"2,048","3,003",2011,2011,,,,,,,,,,,,
Mar-11,Jetstar,Guam,-,..,-,2,411,613,2011,2011,,,,,,,,,,,,
Mar-11,Jetstar,Indonesia,84,"13,534","19,616",83,"13,620","19,436",2011,2011,,,,,,,,,,,,
Mar-11,Jetstar,Japan,100,"21,979","30,422",99,"19,677","30,133",2011,2011,,,,,,,,,,,,
Mar-11,Jetstar,New Zealand,209,"26,530","37,059",208,"25,159","36,879",2011,2011,,,,,,,,,,,,
Mar-11,Jetstar,Philippines,13,"1,608","2,316",13,"1,881","2,316",2011,2011,,,,,,,,,,,,
Mar-11,Jetstar,Singapore,85,"13,174","19,527",84,"13,065","19,357",2011,2011,,,,,,,,,,,,
Mar-11,Jetstar,Thailand,27,"5,883","8,141",27,"5,636","8,141",2011,2011,,,,,,,,,,,,
Mar-11,Jetstar,USA,17,"4,117","5,100",18,"4,539","5,400",2011,2011,,,,,,,,,,,,
Mar-11,Jetstar,Vietnam,18,"2,321","2,925",18,"2,131","2,925",2011,2011,,,,,,,,,,,,
Mar-11,Jetstar Asia,Singapore,31,"3,997","5,580",31,"3,994","5,580",2011,2011,,,,,,,,,,,,
Mar-11,Korean Air,Korea,71,"10,373","17,901",71,"11,634","17,901",2011,2011,,,,,,,,,,,,
Mar-11,LATAM Airlines,Chile,28,"5,544","7,168",27,"5,471","6,912",2011,2011,,,,,,,,,,,,
Mar-11,Malaysia Airlines,Malaysia,232,"44,645","62,789",231,"44,380","62,272",2011,2011,,,,,,,,,,,,
Mar-11,Nauru Airlines,Nauru,4,205,501,4,142,501,2011,2011,,,,,,,,,,,,
Mar-11,Pacific Air Express,Papua New Guinea,9,..,-,9,..,-,2011,2011,,,,,,,,,,,,
Mar-11,Pacific Air Express,Solomon Islands,5,..,-,5,..,-,2011,2011,,,,,,,,,,,,
Mar-11,Virgin Australia,Fiji,88,"10,391","15,840",88,"10,400","15,840",2011,2011,,,,,,,,,,,,
Mar-11,Virgin Australia,Indonesia,120,"14,880","21,600",121,"15,259","21,780",2011,2011,,,,,,,,,,,,
Mar-11,Virgin Australia,New Zealand,289,"36,900","52,020",289,"34,333","52,020",2011,2011,,,,,,,,,,,,
Mar-11,Virgin Australia,Papua New Guinea,17,"1,509","3,060",17,"1,544","3,060",2011,2011,,,,,,,,,,,,
Mar-11,Virgin Australia,Solomon Islands,10,814,"1,800",10,781,"1,800",2011,2011,,,,,,,,,,,,
Mar-11,Virgin Australia,Thailand,12,"1,378","2,160",13,"1,316","2,340",2011,2011,,,,,,,,,,,,
Mar-11,Virgin Australia,Tonga,9,782,"1,620",9,867,"1,620",2011,2011,,,,,,,,,,,,
Mar-11,Virgin Australia,Vanuatu,22,"2,129","3,960",22,"2,148","3,960",2011,2011,,,,,,,,,,,,
Mar-11,Philippine Airlines,Philippines,22,"4,968","7,724",22,"4,766","7,724",2011,2011,,,,,,,,,,,,
Mar-11,Virgin Samoa,Western Samoa,17,"1,524","3,060",17,"1,377","3,060",2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,Argentina,13,"3,253","3,968",13,"3,501","3,982",2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,China,30,"5,659","8,679",30,"5,532","8,721",2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,Germany,31,"9,629","12,054",31,"10,428","12,037",2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,Hong Kong (SAR),81,"18,072","24,334",81,"18,365","24,351",2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,India,13,"2,839","3,805",14,"3,135","4,156",2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,Indonesia,16,"2,760","4,737",16,"2,855","4,749",2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,Japan,42,"9,122","14,012",42,"7,823","13,958",2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,New Caledonia,16,"1,771","2,922",16,"2,118","2,920",2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,New Zealand,437,"55,928","67,297",437,"50,320","68,220",2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,Papua New Guinea,53,"1,656","3,922",53,"1,536","3,922",2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,Philippines,18,"3,630","5,159",18,"3,621","5,157",2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,Singapore,89,"17,765","25,895",89,"18,145","26,412",2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,South Africa,31,"7,783","10,995",31,"7,988","10,999",2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,Thailand,..,..,..,1,..,..,2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,UK,117,"34,227","45,253",117,"40,889","45,782",2011,2011,,,,,,,,,,,,
Mar-11,Qantas Airways,USA,209,"43,336","57,236",208,"46,763","57,300",2011,2011,,,,,,,,,,,,
Mar-11,Qatar Airways,Qatar,31,"4,747","8,029",31,"5,750","8,029",2011,2011,,,,,,,,,,,,
Mar-11,Royal Brunei Airlines,Brunei,45,"6,214","12,402",44,"6,487","12,117",2011,2011,,,,,,,,,,,,
Mar-11,Singapore Airlines,New Zealand,9,..,-,9,..,-,2011,2011,,,,,,,,,,,,
Mar-11,Singapore Airlines,Singapore,423,"95,629","134,351",424,"95,342","134,726",2011,2011,,,,,,,,,,,,
Mar-11,Solomon Airlines,Solomon Islands,17,"1,409","2,652",17,"1,397","2,652",2011,2011,,,,,,,,,,,,
Mar-11,South African Airways,South Africa,31,"4,581","7,946",31,"4,630","7,942",2011,2011,,,,,,,,,,,,
Mar-11,Strategic Airlines,Indonesia,23,"1,954","3,980",23,"2,099","3,980",2011,2011,,,,,,,,,,,,
Mar-11,Strategic Airlines,Thailand,18,"3,310","4,914",18,"3,616","4,914",2011,2011,,,,,,,,,,,,
Mar-11,Tasman Cargo Airlines,New Zealand,22,..,-,22,..,-,2011,2011,,,,,,,,,,,,
Mar-11,Thai Airways International,Thailand,190,"29,523","56,102",189,"28,663","55,803",2011,2011,,,,,,,,,,,,
Mar-11,Tiger Airways,Singapore,31,"4,263","5,580",31,"3,807","5,580",2011,2011,,,,,,,,,,,,
Mar-11,United Airlines,USA,62,"16,189","23,188",62,"19,794","23,188",2011,2011,,,,,,,,,,,,
Mar-11,United Parcel Service,Singapore,-,..,-,4,..,..,2011,2011,,,,,,,,,,,,
Mar-11,United Parcel Service,Taiwan,-,..,-,4,..,..,2011,2011,,,,,,,,,,,,
Mar-11,United Parcel Service,USA,35,..,..,-,..,-,2011,2011,,,,,,,,,,,,
Mar-11,V Australia,United Arab Emirates,13,"1,571","4,693",14,"2,706","5,054",2011,2011,,,,,,,,,,,,
Mar-11,V Australia,USA,62,"16,767","22,382",62,"18,992","22,382",2011,2011,,,,,,,,,,,,
Mar-11,Vietnam Airlines,Vietnam,43,"9,154","12,298",44,"7,279","12,561",2011,2011,,,,,,,,,,,,
Mar-11,Virgin Atlantic Airways,UK,31,"5,674","9,548",31,"6,092","9,548",2011,2011,,,,,,,,,,,,
Apr-11,Aerolineas Argentinas,Argentina,12,"2,258","2,964",12,"2,439","2,964",2011,2011,,,,,,,,,,,,
Apr-11,Air Austral,France,9,738,"3,978",9,922,"3,978",2011,2011,,,,,,,,,,,,
Apr-11,Air Caledonie,New Caledonia,29,"3,085","4,094",30,"3,503","4,145",2011,2011,,,,,,,,,,,,
Apr-11,Air Canada,Canada,30,"5,407","8,179",30,"7,228","8,179",2011,2011,,,,,,,,,,,,
Apr-11,Air China,China,56,"10,365","13,440",56,"11,343","13,440",2011,2011,,,,,,,,,,,,
Apr-11,Air Mauritius,Mauritius,9,"1,283","2,567",8,"1,541","2,292",2011,2011,,,,,,,,,,,,
Apr-11,Air New Zealand,New Zealand,598,"95,257","117,379",599,"91,100","117,664",2011,2011,,,,,,,,,,,,
Apr-11,Air Niugini,Papua New Guinea,112,"8,060","16,101",113,"8,174","16,286",2011,2011,,,,,,,,,,,,
Apr-11,Fiji Airways,Fiji,77,"16,827","22,173",78,"18,650","22,333",2011,2011,,,,,,,,,,,,
Apr-11,Air Vanuatu,Vanuatu,40,"3,613","6,800",40,"4,091","6,800",2011,2011,,,,,,,,,,,,
Apr-11,AirAsia X,Malaysia,90,"27,314","33,930",90,"27,265","33,930",2011,2011,,,,,,,,,,,,
Apr-11,Airlines PNG,Papua New Guinea,9,165,333,9,188,333,2011,2011,,,,,,,,,,,,
Apr-11,Asiana Airlines,Korea,30,"5,847","9,090",30,"6,410","9,090",2011,2011,,,,,,,,,,,,
Apr-11,British Airways,UK,58,"12,883","16,250",59,"15,031","16,469",2011,2011,,,,,,,,,,,,
Apr-11,Cathay Pacific Airways,Hong Kong (SAR),296,"55,604","75,768",296,"59,298","75,768",2011,2011,,,,,,,,,,,,
Apr-11,China Airlines,New Zealand,10,"1,514","3,070",10,"2,148","3,070",2011,2011,,,,,,,,,,,,
Apr-11,China Airlines,Taiwan,27,"5,942","8,170",27,"6,561","8,170",2011,2011,,,,,,,,,,,,
Apr-11,China Eastern Airlines,China,39,"7,987","10,156",39,"8,136","10,156",2011,2011,,,,,,,,,,,,
Apr-11,China Southern Airlines,China,102,"20,066","28,392",102,"19,915","28,392",2011,2011,,,,,,,,,,,,
Apr-11,Continental Micronesia,Guam,11,578,"1,450",12,964,"1,574",2011,2011,,,,,,,,,,,,
Apr-11,Delta Air Lines,USA,30,"6,203","8,070",30,"7,174","8,070",2011,2011,,,,,,,,,,,,
Apr-11,Emirates,New Zealand,120,"25,923","46,440",120,"21,416","46,440",2011,2011,,,,,,,,,,,,
Apr-11,Emirates,United Arab Emirates,270,"58,015","94,560",270,"76,043","94,560",2011,2011,,,,,,,,,,,,
Apr-11,Etihad Airways,United Arab Emirates,90,"16,978","24,590",90,"23,366","24,590",2011,2011,,,,,,,,,,,,
Apr-11,Eva Air,Taiwan,7,"1,391","1,764",7,"1,388","1,764",2011,2011,,,,,,,,,,,,
Apr-11,Federal Express Corporation,China,-,..,-,25,..,..,2011,2011,,,,,,,,,,,,
Apr-11,Federal Express Corporation,USA,25,..,..,-,..,-,2011,2011,,,,,,,,,,,,
Apr-11,Garuda Indonesia,Indonesia,163,"20,428","32,448",163,"21,489","32,448",2011,2011,,,,,,,,,,,,
Apr-11,Hainan Airlines,China,9,"1,218","1,998",8,"1,300","1,776",2011,2011,,,,,,,,,,,,
Apr-11,Hawaiian Airlines,USA,28,"5,415","7,107",28,"6,458","7,107",2011,2011,,,,,,,,,,,,
Apr-11,Indonesia AirAsia,Indonesia,135,"14,404","24,300",134,"16,157","24,120",2011,2011,,,,,,,,,,,,
Apr-11,Japan Airlines,Japan,30,"3,371","7,350",30,"3,439","7,350",2011,2011,,,,,,,,,,,,
Apr-11,Jetstar,Fiji,18,"2,070","3,180",18,"2,263","3,180",2011,2011,,,,,,,,,,,,
Apr-11,Jetstar,Indonesia,96,"14,957","22,445",95,"17,046","22,262",2011,2011,,,,,,,,,,,,
Apr-11,Jetstar,Japan,64,"11,737","19,427",64,"11,459","19,427",2011,2011,,,,,,,,,,,,
Apr-11,Jetstar,New Zealand,209,"26,777","36,915",210,"27,420","37,092",2011,2011,,,,,,,,,,,,
Apr-11,Jetstar,Philippines,13,"1,600","2,322",13,"1,927","2,322",2011,2011,,,,,,,,,,,,
Apr-11,Jetstar,Singapore,80,"12,106","18,793",86,"14,570","19,983",2011,2011,,,,,,,,,,,,
Apr-11,Jetstar,Thailand,25,"5,365","7,546",25,"5,980","7,546",2011,2011,,,,,,,,,,,,
Apr-11,Jetstar,USA,19,"4,087","5,735",19,"4,492","5,735",2011,2011,,,,,,,,,,,,
Apr-11,Jetstar,Vietnam,17,"2,019","2,764",17,"2,193","2,764",2011,2011,,,,,,,,,,,,
Apr-11,Jetstar Asia,Singapore,30,"3,725","5,400",30,"4,499","5,400",2011,2011,,,,,,,,,,,,
Apr-11,Korean Air,Korea,69,"8,750","15,376",69,"10,766","15,376",2011,2011,,,,,,,,,,,,
Apr-11,LATAM Airlines,Chile,30,"4,636","7,680",30,"5,804","7,680",2011,2011,,,,,,,,,,,,
Apr-11,Malaysia Airlines,Malaysia,231,"48,641","63,599",231,"55,821","63,614",2011,2011,,,,,,,,,,,,
Apr-11,Nauru Airlines,Nauru,4,114,495,4,165,495,2011,2011,,,,,,,,,,,,
Apr-11,Pacific Air Express,Papua New Guinea,9,..,-,9,..,-,2011,2011,,,,,,,,,,,,
Apr-11,Pacific Air Express,Solomon Islands,4,..,-,4,..,-,2011,2011,,,,,,,,,,,,
Apr-11,Virgin Australia,Fiji,96,"11,781","17,280",96,"13,496","17,280",2011,2011,,,,,,,,,,,,
Apr-11,Virgin Australia,Indonesia,134,"16,194","24,120",134,"17,836","24,120",2011,2011,,,,,,,,,,,,
Apr-11,Virgin Australia,New Zealand,281,"37,722","50,580",282,"38,154","50,760",2011,2011,,,,,,,,,,,,
Apr-11,Virgin Australia,Papua New Guinea,17,"1,673","3,060",17,"1,713","3,060",2011,2011,,,,,,,,,,,,
Apr-11,Virgin Australia,Solomon Islands,8,668,"1,440",8,730,"1,440",2011,2011,,,,,,,,,,,,
Apr-11,Virgin Australia,Thailand,19,"1,720","3,420",18,"1,875","3,240",2011,2011,,,,,,,,,,,,
Apr-11,Virgin Australia,Tonga,8,824,"1,440",8,961,"1,440",2011,2011,,,,,,,,,,,,
Apr-11,Virgin Australia,Vanuatu,20,"2,129","3,600",21,"2,306","3,780",2011,2011,,,,,,,,,,,,
Apr-11,Philippine Airlines,Philippines,31,"6,564","8,944",31,"6,445","8,944",2011,2011,,,,,,,,,,,,
Apr-11,Virgin Samoa,Western Samoa,17,"1,654","3,060",17,"1,695","3,060",2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,Argentina,13,"2,832","3,969",13,"2,996","3,986",2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,China,30,"6,211","8,732",31,"6,093","8,761",2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,Germany,30,"9,675","11,089",30,"9,977","11,124",2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,Hong Kong (SAR),85,"18,504","25,456",86,"18,936","25,541",2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,India,13,"3,129","3,835",13,"3,099","3,851",2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,Indonesia,17,"3,148","4,977",17,"3,172","4,986",2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,Japan,32,"4,434","11,337",32,"4,010","11,209",2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,New Caledonia,18,"2,474","3,252",18,"2,568","3,248",2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,New Zealand,428,"56,082","67,622",430,"50,922","68,069",2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,Papua New Guinea,51,"2,072","3,774",51,"1,919","3,774",2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,Philippines,17,"4,025","4,801",17,"3,768","4,793",2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,Singapore,90,"20,731","26,309",90,"21,335","26,563",2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,South Africa,30,"8,457","10,559",30,"8,266","10,584",2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,Thailand,..,..,..,1,..,..,2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,UK,120,"40,463","47,231",120,"42,772","47,488",2011,2011,,,,,,,,,,,,
Apr-11,Qantas Airways,USA,204,"46,494","56,656",200,"50,667","56,976",2011,2011,,,,,,,,,,,,
Apr-11,Qatar Airways,Qatar,30,"3,993","7,770",30,"6,008","7,770",2011,2011,,,,,,,,,,,,
Apr-11,Royal Brunei Airlines,Brunei,60,"7,626","14,703",58,"9,316","14,274",2011,2011,,,,,,,,,,,,
Apr-11,Singapore Airlines,New Zealand,10,..,-,9,..,-,2011,2011,,,,,,,,,,,,
Apr-11,Singapore Airlines,Singapore,412,"100,066","133,459",413,"110,557","133,459",2011,2011,,,,,,,,,,,,
Apr-11,Solomon Airlines,Solomon Islands,15,"1,458","2,340",15,"1,314","2,340",2011,2011,,,,,,,,,,,,
Apr-11,South African Airways,South Africa,30,"5,638","7,863",30,"6,022","7,799",2011,2011,,,,,,,,,,,,
Apr-11,Strategic Airlines,Indonesia,27,"2,817","5,193",28,"3,590","5,345",2011,2011,,,,,,,,,,,,
Apr-11,Strategic Airlines,Thailand,17,"3,667","4,641",17,"4,006","4,641",2011,2011,,,,,,,,,,,,
Apr-11,Tasman Cargo Airlines,New Zealand,17,..,-,17,..,-,2011,2011,,,,,,,,,,,,
Apr-11,Thai Airways International,Thailand,192,"34,541","57,614",193,"40,151","57,913",2011,2011,,,,,,,,,,,,
Apr-11,Tiger Airways,Singapore,30,"3,823","5,400",30,"4,879","5,400",2011,2011,,,,,,,,,,,,
Apr-11,United Airlines,USA,60,"16,541","22,440",59,"20,024","22,066",2011,2011,,,,,,,,,,,,
Apr-11,United Parcel Service,Singapore,-,..,-,5,..,..,2011,2011,,,,,,,,,,,,
Apr-11,United Parcel Service,Taiwan,-,..,-,4,..,..,2011,2011,,,,,,,,,,,,
Apr-11,United Parcel Service,USA,34,..,..,-,..,-,2011,2011,,,,,,,,,,,,
Apr-11,V Australia,United Arab Emirates,13,"2,131","4,693",13,"4,132","4,693",2011,2011,,,,,,,,,,,,
Apr-11,V Australia,USA,59,"17,197","21,299",60,"20,811","21,660",2011,2011,,,,,,,,,,,,
Apr-11,Vietnam Airlines,Vietnam,48,"10,008","13,192",47,"9,923","12,926",2011,2011,,,,,,,,,,,,
Apr-11,Virgin Atlantic Airways,UK,30,"6,165","9,240",30,"6,858","9,240",2011,2011,,,,,,,,,,,,
May-11,Aerolineas Argentinas,Argentina,13,"1,975","3,211",13,"1,767","3,211",2011,2011,,,,,,,,,,,,
May-11,Air Austral,France,9,640,"3,978",9,660,"3,978",2011,2011,,,,,,,,,,,,
May-11,Air Caledonie,New Caledonia,29,"3,465","4,443",28,"2,835","4,175",2011,2011,,,,,,,,,,,,
May-11,Air Canada,Canada,31,"6,258","8,369",31,"7,974","8,369",2011,2011,,,,,,,,,,,,
May-11,Air China,China,58,"10,258","13,920",58,"11,189","13,920",2011,2011,,,,,,,,,,,,
May-11,Air Mauritius,Mauritius,9,"1,581","2,590",9,"1,203","2,567",2011,2011,,,,,,,,,,,,
May-11,Air New Zealand,New Zealand,521,"80,075","101,411",520,"75,848","101,328",2011,2011,,,,,,,,,,,,
May-11,Air Niugini,Papua New Guinea,112,"7,410","16,851",109,"7,711","16,421",2011,2011,,,,,,,,,,,,
May-11,Fiji Airways,Fiji,76,"16,468","22,896",76,"15,966","22,896",2011,2011,,,,,,,,,,,,
May-11,Air Vanuatu,Vanuatu,40,"3,329","6,800",40,"3,034","6,800",2011,2011,,,,,,,,,,,,
May-11,AirAsia X,Malaysia,93,"26,373","35,061",93,"24,198","35,061",2011,2011,,,,,,,,,,,,
May-11,Airlines PNG,Papua New Guinea,9,191,333,9,186,333,2011,2011,,,,,,,,,,,,
May-11,Asiana Airlines,Korea,31,"5,761","9,393",31,"6,092","9,393",2011,2011,,,,,,,,,,,,
May-11,British Airways,UK,52,"9,518","15,046",51,"12,734","14,828",2011,2011,,,,,,,,,,,,
May-11,Cathay Pacific Airways,Hong Kong (SAR),303,"46,569","77,075",303,"53,632","77,075",2011,2011,,,,,,,,,,,,
May-11,China Airlines,New Zealand,10,"2,098","3,070",10,"1,837","3,070",2011,2011,,,,,,,,,,,,
May-11,China Airlines,Taiwan,21,"4,364","6,370",21,"4,801","6,370",2011,2011,,,,,,,,,,,,
May-11,China Eastern Airlines,China,40,"7,595","10,343",40,"7,779","10,343",2011,2011,,,,,,,,,,,,
May-11,China Southern Airlines,China,107,"19,211","30,171",107,"16,255","30,171",2011,2011,,,,,,,,,,,,
May-11,Continental Micronesia,Guam,9,847,"1,231",9,798,"1,231",2011,2011,,,,,,,,,,,,
May-11,Delta Air Lines,USA,31,"6,401","8,339",31,"6,884","8,339",2011,2011,,,,,,,,,,,,
May-11,Emirates,New Zealand,123,"19,356","47,502",123,"14,334","47,502",2011,2011,,,,,,,,,,,,
May-11,Emirates,United Arab Emirates,279,"54,519","97,888",279,"71,840","97,888",2011,2011,,,,,,,,,,,,
May-11,Etihad Airways,United Arab Emirates,93,"16,785","25,466",93,"22,229","25,466",2011,2011,,,,,,,,,,,,
May-11,Eva Air,Taiwan,5,"1,023","1,260",5,939,"1,260",2011,2011,,,,,,,,,,,,
May-11,Federal Express Corporation,China,-,..,-,26,..,..,2011,2011,,,,,,,,,,,,
May-11,Federal Express Corporation,USA,26,..,..,-,..,-,2011,2011,,,,,,,,,,,,
May-11,Garuda Indonesia,Indonesia,169,"19,882","33,671",169,"20,173","33,671",2011,2011,,,,,,,,,,,,
May-11,Hainan Airlines,China,9,941,"1,998",10,"1,010","2,220",2011,2011,,,,,,,,,,,,
