INTERNATIONAL SCHEDULED AIR TRANSPORT - Airline supplied data,,,,,,,,,,,,,,,,,,,,,,
"Country is determined by where ""same flight number"" services Originate or Terminate",,,,,,,,,,,,,,,,,,,,,,
"The true seat utilisation factors for airlines other than Australian Airlines, Qantas Airways, Emirates (for November 2011 onwards), China Airlines (for January 2014 onwards), Philippine Airlines (for December 2015 onwards), AirAsia X (for March 2016 onwards) and Singapore Airlines (for September 2016 onwards), that operate via Australia will most likely be higher than what is calculated using this data. See ""ReadMe"" tab for more information.",,,,,,,,,,,,,,,,,,,,,,
More detailed information on flights and seats by route and city pairs can be found at:,,,,,http://www.bitre.gov.au/publications/ongoing/international_airlines-operated_flights_seats.aspx,,,,,,,,,,,,,,,,,
MONTH,AIRLINE,COUNTRY,FLTS IN,PAX IN,SEATS IN,FLTS OUT,PAX OUT,SEATS OUT,FIN_Y,CAL_Y,,,,,,,,,,,,
May-01,China Airlines,New Zealand,13,965,"3,952",13,691,"3,952",2001,2001,,,,,,,,,,,,
May-01,China Airlines,Taiwan,13,"2,630","3,861",13,"2,820","3,861",2001,2001,,,,,,,,,,,,
May-01,China Eastern Airlines,China,13,"2,099","3,731",13,"2,091","3,731",2001,2001,,,,,,,,,,,,
May-01,China Southern Airlines,China,13,"1,309","3,770",13,"1,424","3,770",2001,2001,,,,,,,,,,,,
May-01,Continental Micronesia,Guam,9,816,"1,386",9,896,"1,386",2001,2001,,,,,,,,,,,,
May-01,EgyptAir,Egypt,9,"1,527","2,340",9,"1,492","2,340",2001,2001,,,,,,,,,,,,
May-01,Emirates,United Arab Emirates,48,"5,599","15,612",48,"8,487","15,612",2001,2001,,,,,,,,,,,,
May-01,Eva Air,Taiwan,18,"2,791","4,878",18,"3,025","4,878",2001,2001,,,,,,,,,,,,
May-01,Evergreen Intl Airlines,USA,16,..,..,..,..,..,2001,2001,,,,,,,,,,,,
May-01,Federal Express Corporation,Philippines,..,..,..,23,..,..,2001,2001,,,,,,,,,,,,
May-01,Federal Express Corporation,USA,23,..,..,..,..,..,2001,2001,,,,,,,,,,,,
May-01,Freedom Air International,New Zealand,101,"8,178","13,464",101,"7,041","14,294",2001,2001,,,,,,,,,,,,
May-01,Garuda Indonesia,Indonesia,110,"10,123","27,431",109,"13,049","27,298",2001,2001,,,,,,,,,,,,
May-01,Garuda Indonesia,New Zealand,10,"1,313","2,930",10,666,"2,930",2001,2001,,,,,,,,,,,,
May-01,Gulf Air,Bahrain,17,"2,251","4,981",17,"3,438","4,981",2001,2001,,,,,,,,,,,,
May-01,Japan Airlines,Japan,93,"24,444","38,669",93,"27,979","38,399",2001,2001,,,,,,,,,,,,
May-01,Korean Air,Korea,40,"7,212","10,748",40,"7,953","10,748",2001,2001,,,,,,,,,,,,
May-01,Lauda Air,Austria,22,"4,888","7,568",22,"6,780","7,568",2001,2001,,,,,,,,,,,,
May-01,Lufthansa German Airlines,Germany,13,..,..,12,..,..,2001,2001,,,,,,,,,,,,
May-01,Malaysia Airlines,Malaysia,186,"30,517","58,548",186,"36,365","58,548",2001,2001,,,,,,,,,,,,
May-01,Martinair Holland,Netherlands,8,..,..,9,..,..,2001,2001,,,,,,,,,,,,
May-01,Merpati Nusantara Airlines,Indonesia,..,..,..,..,..,..,2001,2001,,,,,,,,,,,,
May-01,Olympic Airways,Greece,13,"1,926","3,835",13,"3,679","3,835",2001,2001,,,,,,,,,,,,
May-01,Philippine Airlines,Philippines,12,"1,699","3,336",12,"1,857","3,336",2001,2001,,,,,,,,,,,,
May-01,Polar Air Cargo,USA,8,..,..,..,..,..,2001,2001,,,,,,,,,,,,
May-01,Polynesian Airlines,Tahiti,5,342,770,9,781,"1,386",2001,2001,,,,,,,,,,,,
May-01,Polynesian Airlines,Western Samoa,8,640,"1,232",4,391,616,2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,Argentina,8,"2,366","3,152",8,"2,528","3,152",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,China,9,"1,287","2,043",9,"1,327","2,043",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,France,14,"3,836","5,228",13,"3,618","4,798",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,Germany,31,"6,533","12,561",31,"8,278","12,528",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,Hong Kong (SAR),106,"17,477","29,376",109,"19,009","29,363",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,India,30,"3,104","8,357",30,"5,262","8,185",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,Indonesia,72,"12,678","20,268",72,"15,135","20,397",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,Italy,16,"3,769","6,735",18,"6,580","7,577",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,Japan,106,"24,891","40,613",106,"28,005","40,665",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,New Caledonia,18,"1,993","3,326",16,"1,664","2,868",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,New Zealand,364,"53,594","72,183",365,"48,602","72,346",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,Papua New Guinea,17,"2,144","3,858",17,"2,411","3,858",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,Philippines,17,"3,287","3,885",17,"3,364","3,887",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,Singapore,125,"19,936","29,869",127,"23,273","30,377",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,South Africa,21,"4,465","7,770",21,"4,789","7,436",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,Taiwan,14,"2,890","4,243",14,"3,112","4,239",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,UK,85,"20,080","33,119",84,"25,246","32,764",2001,2001,,,,,,,,,,,,
May-01,Qantas Airways,USA,173,"35,645","55,720",174,"40,982","57,970",2001,2001,,,,,,,,,,,,
May-01,Royal Brunei Airlines,Brunei,32,"3,470","6,948",31,"5,194","6,750",2001,2001,,,,,,,,,,,,
May-01,Singapore Airlines,Singapore,324,"62,488","103,664",324,"73,361","103,664",2001,2001,,,,,,,,,,,,
May-01,Solomon Airlines,Solomon Islands,11,675,"1,496",9,475,"1,224",2001,2001,,,,,,,,,,,,
May-01,South African Airways,South Africa,17,"2,620","4,887",18,"3,287","5,178",2001,2001,,,,,,,,,,,,
May-01,SriLankan Airlines,Sri Lanka,12,"1,273","3,744",12,955,"3,744",2001,2001,,,,,,,,,,,,
May-01,Thai Airways International,New Zealand,31,"4,783","11,594",31,"2,871","11,594",2001,2001,,,,,,,,,,,,
May-01,Thai Airways International,Thailand,106,"17,191","38,195",106,"21,835","38,195",2001,2001,,,,,,,,,,,,
May-01,United Airlines,USA,92,"18,165","34,224",92,"21,202","34,224",2001,2001,,,,,,,,,,,,
May-01,United Parcel Service,USA,8,..,..,..,..,..,2001,2001,,,,,,,,,,,,
May-01,Vietnam Airlines,Vietnam,18,"2,351","4,896",18,"2,038","4,896",2001,2001,,,,,,,,,,,,
Jun-01,Aerolineas Argentinas,Argentina,1,62,245,2,183,490,2001,2001,,,,,,,,,,,,
Jun-01,Air Caledonie,New Caledonia,25,"2,525","3,298",25,"2,817","3,298",2001,2001,,,,,,,,,,,,
Jun-01,Air Canada,Canada,30,"4,092","6,121",30,"5,213","6,122",2001,2001,,,,,,,,,,,,
Jun-01,Air China,China,20,"4,236","7,960",20,"4,147","7,960",2001,2001,,,,,,,,,,,,
Jun-01,Air Mauritius,Mauritius,9,884,"1,629",9,"1,049","1,629",2001,2001,,,,,,,,,,,,
Jun-01,Nauru Airlines,Nauru,8,399,"1,120",7,429,980,2001,2001,,,,,,,,,,,,
Jun-01,Air New Zealand,New Zealand,522,"62,377","91,611",524,"62,057","92,281",2001,2001,,,,,,,,,,,,
Jun-01,Air New Zealand,USA,30,"7,931","11,732",30,"6,734","11,730",2001,2001,,,,,,,,,,,,
Jun-01,Air Niugini,Papua New Guinea,81,"3,962","9,348",82,"3,854","9,408",2001,2001,,,,,,,,,,,,
Jun-01,Fiji Airways,Fiji,64,"8,972","14,263",64,"10,622","14,263",2001,2001,,,,,,,,,,,,
Jun-01,Air Vanuatu,Vanuatu,39,"2,377","4,914",40,"2,775","5,040",2001,2001,,,,,,,,,,,,
Jun-01,Ansett International,Fiji,9,819,"1,631",9,"1,078","1,631",2001,2001,,,,,,,,,,,,
Jun-01,Ansett International,Hong Kong (SAR),48,"7,481","14,436",48,"6,926","14,436",2001,2001,,,,,,,,,,,,
Jun-01,Ansett International,Indonesia,41,"4,621","6,712",42,"5,096","6,923",2001,2001,,,,,,,,,,,,
Jun-01,Ansett International,Japan,30,"8,468","12,240",30,"8,558","12,240",2001,2001,,,,,,,,,,,,
Jun-01,Asian Express Airlines,New Zealand,21,..,..,21,..,..,2001,2001,,,,,,,,,,,,
Jun-01,Asiana Airlines,Korea,26,"3,294","5,928",26,"2,577","5,928",2001,2001,,,,,,,,,,,,
Jun-01,British Airways,UK,80,"17,361","29,080",80,"18,085","29,080",2001,2001,,,,,,,,,,,,
Jun-01,Cargolux Airlines Intl,Luxembourg,9,..,..,..,..,..,2001,2001,,,,,,,,,,,,
Jun-01,Cargolux Airlines Intl,New Zealand,..,..,..,9,..,..,2001,2001,,,,,,,,,,,,
Jun-01,Cathay Pacific Airways,Hong Kong (SAR),124,"21,991","36,792",124,"22,884","36,792",2001,2001,,,,,,,,,,,,
Jun-01,China Airlines,New Zealand,13,"1,182","3,952",13,"1,054","3,952",2001,2001,,,,,,,,,,,,
Jun-01,China Airlines,Taiwan,13,"2,812","3,861",13,"2,839","3,861",2001,2001,,,,,,,,,,,,
Jun-01,China Eastern Airlines,China,9,"2,099","2,583",9,"2,068","2,583",2001,2001,,,,,,,,,,,,
Jun-01,China Southern Airlines,China,12,"1,204","3,480",12,"1,791","3,480",2001,2001,,,,,,,,,,,,
Jun-01,Continental Micronesia,Guam,8,940,"1,232",8,924,"1,232",2001,2001,,,,,,,,,,,,
Jun-01,EgyptAir,Egypt,9,"1,472","2,340",9,"2,038","2,340",2001,2001,,,,,,,,,,,,
Jun-01,Emirates,United Arab Emirates,47,"9,509","15,365",47,"10,443","15,365",2001,2001,,,,,,,,,,,,
Jun-01,Eva Air,Taiwan,17,"2,936","4,607",17,"2,996","4,607",2001,2001,,,,,,,,,,,,
Jun-01,Evergreen Intl Airlines,USA,13,..,..,..,..,..,2001,2001,,,,,,,,,,,,
Jun-01,Federal Express Corporation,Philippines,..,..,..,21,..,..,2001,2001,,,,,,,,,,,,
Jun-01,Federal Express Corporation,USA,21,..,..,..,..,..,2001,2001,,,,,,,,,,,,
Jun-01,Freedom Air International,New Zealand,104,"9,793","13,581",104,"7,835","14,016",2001,2001,,,,,,,,,,,,
Jun-01,Garuda Indonesia,Indonesia,107,"14,627","26,408",107,"20,366","26,408",2001,2001,,,,,,,,,,,,
Jun-01,Garuda Indonesia,New Zealand,8,998,"2,344",8,655,"2,344",2001,2001,,,,,,,,,,,,
Jun-01,Gulf Air,Bahrain,18,"3,340","5,274",18,"3,948","5,274",2001,2001,,,,,,,,,,,,
Jun-01,Japan Airlines,Japan,90,"24,267","37,160",90,"25,883","37,003",2001,2001,,,,,,,,,,,,
Jun-01,Korean Air,Korea,37,"7,003","9,849",37,"7,656","9,849",2001,2001,,,,,,,,,,,,
Jun-01,Lauda Air,Austria,22,"4,587","7,568",22,"6,714","7,568",2001,2001,,,,,,,,,,,,
Jun-01,Lufthansa German Airlines,Germany,13,..,..,13,..,..,2001,2001,,,,,,,,,,,,
Jun-01,Malaysia Airlines,Malaysia,180,"34,691","56,648",181,"40,535","56,942",2001,2001,,,,,,,,,,,,
Jun-01,Martinair Holland,Netherlands,8,..,..,8,..,..,2001,2001,,,,,,,,,,,,
Jun-01,Merpati Nusantara Airlines,East Timor,1,66,91,1,80,91,2001,2001,,,,,,,,,,,,
Jun-01,Olympic Airways,Greece,13,"2,430","3,835",13,"3,587","3,835",2001,2001,,,,,,,,,,,,
Jun-01,Philippine Airlines,Philippines,13,"1,894","3,614",13,"1,969","3,614",2001,2001,,,,,,,,,,,,
Jun-01,Polar Air Cargo,USA,8,..,..,..,..,..,2001,2001,,,,,,,,,,,,
Jun-01,Polynesian Airlines,Tahiti,4,199,616,8,634,"1,232",2001,2001,,,,,,,,,,,,
Jun-01,Polynesian Airlines,Western Samoa,9,820,"1,386",5,220,770,2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,Argentina,9,"2,662","3,540",9,"2,647","3,540",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,France,13,"4,025","4,833",13,"3,507","4,831",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,Germany,30,"8,181","11,926",30,"8,387","11,927",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,Hong Kong (SAR),102,"20,565","28,276",103,"19,400","28,274",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,India,30,"3,793","8,406",30,"5,958","8,417",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,Indonesia,75,"16,273","20,344",75,"17,026","20,355",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,Italy,17,"5,567","7,157",17,"5,705","7,156",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,Japan,102,"27,040","39,370",102,"26,914","39,437",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,New Caledonia,16,"1,761","2,628",16,"2,214","2,640",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,New Zealand,357,"51,226","71,301",356,"48,292","71,066",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,Papua New Guinea,17,"2,472","3,854",17,"2,608","3,854",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,Philippines,18,"3,511","4,114",18,"3,534","4,110",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,Singapore,129,"23,506","30,945",131,"26,089","31,368",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,South Africa,22,"5,368","8,165",22,"4,698","7,932",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,Taiwan,13,"3,024","3,883",13,"2,904","3,878",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,UK,81,"23,429","31,529",82,"24,958","31,946",2001,2001,,,,,,,,,,,,
Jun-01,Qantas Airways,USA,168,"43,389","56,469",168,"41,901","56,622",2001,2001,,,,,,,,,,,,
Jun-01,Royal Brunei Airlines,Brunei,30,"3,816","6,756",30,"4,351","6,756",2001,2001,,,,,,,,,,,,
Jun-01,Singapore Airlines,Singapore,314,"71,118","101,306",314,"78,291","101,306",2001,2001,,,,,,,,,,,,
Jun-01,Solomon Airlines,Solomon Islands,13,543,"1,469",14,637,"1,582",2001,2001,,,,,,,,,,,,
Jun-01,South African Airways,South Africa,17,"2,741","4,755",17,"2,784","4,755",2001,2001,,,,,,,,,,,,
Jun-01,SriLankan Airlines,Sri Lanka,13,"1,373","4,056",13,"1,759","4,056",2001,2001,,,,,,,,,,,,
Jun-01,Thai Airways International,New Zealand,29,"4,140","10,846",29,"2,936","10,846",2001,2001,,,,,,,,,,,,
Jun-01,Thai Airways International,Thailand,102,"17,811","36,630",102,"21,725","36,630",2001,2001,,,,,,,,,,,,
Jun-01,United Airlines,USA,90,"20,883","33,480",89,"22,533","33,108",2001,2001,,,,,,,,,,,,
Jun-01,United Parcel Service,USA,10,..,..,..,..,..,2001,2001,,,,,,,,,,,,
Jun-01,Vietnam Airlines,Vietnam,17,"2,376","4,624",17,"3,491","4,624",2001,2001,,,,,,,,,,,,
Jul-01,Aerolineas Argentinas,Argentina,-,..,-,-,..,-,2002,2001,,,,,,,,,,,,
Jul-01,Air Caledonie,New Caledonia,29,"2,657","3,950",29,"2,925","3,950",2002,2001,,,,,,,,,,,,
Jul-01,Air Canada,Canada,31,"5,300","6,324",31,"5,462","6,324",2002,2001,,,,,,,,,,,,
Jul-01,Air China,China,22,"6,132","6,622",22,"3,045","6,622",2002,2001,,,,,,,,,,,,
Jul-01,Air Mauritius,Mauritius,9,"1,631","1,749",9,"1,277","1,749",2002,2001,,,,,,,,,,,,
Jul-01,Nauru Airlines,Nauru,2,82,280,2,139,280,2002,2001,,,,,,,,,,,,
Jul-01,Air New Zealand,New Zealand,544,"72,679","94,939",543,"73,074","94,642",2002,2001,,,,,,,,,,,,
Jul-01,Air New Zealand,USA,31,"10,395","12,133",29,"8,638","11,343",2002,2001,,,,,,,,,,,,
Jul-01,Air Niugini,Papua New Guinea,77,"4,576","9,181",76,"4,518","9,107",2002,2001,,,,,,,,,,,,
Jul-01,Fiji Airways,Fiji,72,"12,312","15,495",72,"11,604","15,495",2002,2001,,,,,,,,,,,,
Jul-01,Air Vanuatu,Vanuatu,40,"3,082","5,040",40,"2,964","5,040",2002,2001,,,,,,,,,,,,
Jul-01,Ansett International,Fiji,8,"1,200","1,420",9,"1,216","1,564",2002,2001,,,,,,,,,,,,
Jul-01,Ansett International,Hong Kong (SAR),45,"11,178","13,435",48,"8,935","14,462",2002,2001,,,,,,,,,,,,
Jul-01,Ansett International,Indonesia,41,"5,160","6,858",38,"4,960","6,225",2002,2001,,,,,,,,,,,,
Jul-01,Ansett International,Japan,31,"11,370","12,648",31,"8,664","12,648",2002,2001,,,,,,,,,,,,
Jul-01,Asian Express Airlines,New Zealand,20,..,-,20,..,-,2002,2001,,,,,,,,,,,,
Jul-01,Asiana Airlines,Korea,31,"5,496","7,068",31,"4,158","7,068",2002,2001,,,,,,,,,,,,
Jul-01,British Airways,UK,85,"27,164","31,475",84,"20,229","31,084",2002,2001,,,,,,,,,,,,
Jul-01,Cargolux Airlines Intl,Luxembourg,9,..,..,-,..,-,2002,2001,,,,,,,,,,,,
Jul-01,Cargolux Airlines Intl,New Zealand,-,..,-,9,..,..,2002,2001,,,,,,,,,,,,
Jul-01,Cathay Pacific Airways,Hong Kong (SAR),104,"24,207","32,163",104,"15,634","32,163",2002,2001,,,,,,,,,,,,
Jul-01,China Airlines,New Zealand,13,"1,469","3,354",13,"1,764","3,354",2002,2001,,,,,,,,,,,,
Jul-01,China Airlines,Taiwan,13,"2,376","3,354",13,"2,030","3,354",2002,2001,,,,,,,,,,,,
Jul-01,China Eastern Airlines,China,12,"3,199","3,444",12,"1,815","3,444",2002,2001,,,,,,,,,,,,
Jul-01,China Southern Airlines,China,14,"3,262","4,060",14,"1,694","4,060",2002,2001,,,,,,,,,,,,
Jul-01,Continental Micronesia,Guam,9,"1,166","1,368",9,"1,111","1,368",2002,2001,,,,,,,,,,,,
Jul-01,EgyptAir,Egypt,8,"1,665","2,080",8,"1,927","2,080",2002,2001,,,,,,,,,,,,
Jul-01,Emirates,United Arab Emirates,49,"13,662","15,898",49,"11,600","15,898",2002,2001,,,,,,,,,,,,
Jul-01,Eva Air,Taiwan,18,"4,201","4,878",18,"2,895","4,878",2002,2001,,,,,,,,,,,,
Jul-01,Evergreen Intl Airlines,USA,8,..,..,-,..,-,2002,2001,,,,,,,,,,,,
Jul-01,Federal Express Corporation,Philippines,-,..,-,21,..,..,2002,2001,,,,,,,,,,,,
Jul-01,Federal Express Corporation,USA,21,..,..,-,..,-,2002,2001,,,,,,,,,,,,
Jul-01,Freedom Air International,New Zealand,111,"10,447","14,628",110,"10,844","14,846",2002,2001,,,,,,,,,,,,
Jul-01,Garuda Indonesia,Indonesia,98,"21,021","25,647",98,"19,569","25,647",2002,2001,,,,,,,,,,,,
Jul-01,Garuda Indonesia,New Zealand,8,"1,007","2,344",8,"1,026","2,344",2002,2001,,,,,,,,,,,,
Jul-01,Gulf Air,Bahrain,17,"4,625","4,981",17,"4,400","4,981",2002,2001,,,,,,,,,,,,
Jul-01,Japan Airlines,Japan,93,"34,918","38,826",93,"26,490","38,648",2002,2001,,,,,,,,,,,,
Jul-01,Korean Air,Korea,39,"9,775","10,748",39,"6,659","10,748",2002,2001,,,,,,,,,,,,
Jul-01,Lauda Air,Austria,21,"5,315","7,224",21,"6,588","7,224",2002,2001,,,,,,,,,,,,
Jul-01,Lufthansa German Airlines,Germany,11,..,-,12,..,-,2002,2001,,,,,,,,,,,,
Jul-01,Malaysia Airlines,Malaysia,186,"45,621","58,564",186,"38,270","58,564",2002,2001,,,,,,,,,,,,
Jul-01,Martinair Holland,Netherlands,9,..,-,9,..,-,2002,2001,,,,,,,,,,,,
Jul-01,Merpati Nusantara Airlines,Indonesia,-,..,-,-,..,-,2002,2001,,,,,,,,,,,,
Jul-01,Olympic Airways,Greece,13,"3,216","3,835",13,"3,665","3,835",2002,2001,,,,,,,,,,,,
Jul-01,Philippine Airlines,Philippines,13,"2,656","3,614",13,"1,544","3,614",2002,2001,,,,,,,,,,,,
Jul-01,Polar Air Cargo,USA,9,..,..,-,..,-,2002,2001,,,,,,,,,,,,
Jul-01,Polynesian Airlines,Tahiti,5,337,770,9,982,"1,386",2002,2001,,,,,,,,,,,,
Jul-01,Polynesian Airlines,Western Samoa,9,872,"1,386",4,598,616,2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,Argentina,9,"2,895","3,546",9,"3,097","3,546",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,France,13,"4,499","4,905",13,"3,443","4,905",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,Germany,31,"11,286","11,932",31,"8,211","11,926",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,Hong Kong (SAR),105,"27,115","29,176",105,"20,506","29,162",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,India,31,"6,058","8,986",31,"6,446","9,059",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,Indonesia,73,"18,987","21,359",73,"17,760","21,431",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,Italy,18,"7,390","7,561",18,"6,715","7,564",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,Japan,106,"32,561","41,048",107,"26,843","41,343",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,New Caledonia,18,"1,985","3,442",18,"2,361","3,435",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,New Zealand,408,"60,972","84,994",408,"64,963","84,983",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,Papua New Guinea,18,"2,932","4,079",18,"3,257","4,080",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,Philippines,18,"3,741","4,115",18,"3,133","4,103",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,Singapore,122,"25,361","29,339",122,"23,029","29,281",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,South Africa,22,"6,577","8,096",22,"6,183","7,660",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,Taiwan,13,"3,193","3,825",13,"2,604","3,820",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,UK,84,"30,432","32,823",84,"26,207","32,797",2002,2001,,,,,,,,,,,,
Jul-01,Qantas Airways,USA,175,"47,967","59,006",175,"48,501","59,466",2002,2001,,,,,,,,,,,,
Jul-01,Royal Brunei Airlines,Brunei,31,"4,715","6,546",31,"4,304","6,546",2002,2001,,,,,,,,,,,,
Jul-01,Singapore Airlines,Singapore,321,"90,251","105,320",320,"76,131","105,320",2002,2001,,,,,,,,,,,,
Jul-01,Solomon Airlines,Solomon Islands,10,417,"1,360",9,344,"1,224",2002,2001,,,,,,,,,,,,
Jul-01,South African Airways,South Africa,18,"4,091","5,290",18,"3,286","5,290",2002,2001,,,,,,,,,,,,
Jul-01,SriLankan Airlines,Sri Lanka,10,"2,044","3,120",10,"1,724","3,120",2002,2001,,,,,,,,,,,,
Jul-01,Thai Airways International,New Zealand,31,"4,879","11,594",31,"4,806","11,594",2002,2001,,,,,,,,,,,,
Jul-01,Thai Airways International,Thailand,106,"27,274","37,580",106,"23,617","37,580",2002,2001,,,,,,,,,,,,
Jul-01,United Airlines,USA,93,"25,806","34,224",92,"25,065","33,856",2002,2001,,,,,,,,,,,,
Jul-01,United Parcel Service,USA,8,..,..,-,..,-,2002,2001,,,,,,,,,,,,
Jul-01,Vietnam Airlines,Vietnam,18,"3,989","4,860",18,"3,320","4,860",2002,2001,,,,,,,,,,,,
Aug-01,Aerolineas Argentinas,Argentina,-,..,-,-,..,-,2002,2001,,,,,,,,,,,,
Aug-01,Air Caledonie,New Caledonia,27,"2,908","3,994",27,"2,597","3,994",2002,2001,,,,,,,,,,,,
Aug-01,Air Canada,Canada,31,"5,300","6,324",31,"5,462","6,324",2002,2001,,,,,,,,,,,,
Aug-01,Air China,China,22,"4,289","6,622",22,"4,390","6,622",2002,2001,,,,,,,,,,,,
Aug-01,Air Mauritius,Mauritius,8,"1,019","1,568",8,"1,217","1,568",2002,2001,,,,,,,,,,,,
Aug-01,Nauru Airlines,Nauru,9,425,"1,260",9,408,"1,260",2002,2001,,,,,,,,,,,,
Aug-01,Air New Zealand,New Zealand,547,"69,803","95,076",547,"68,997","95,070",2002,2001,,,,,,,,,,,,
Aug-01,Air New Zealand,USA,30,"6,547","11,731",29,"7,811","11,339",2002,2001,,,,,,,,,,,,
Aug-01,Air Niugini,Papua New Guinea,75,"3,745","9,033",74,"3,432","8,830",2002,2001,,,,,,,,,,,,
Aug-01,Fiji Airways,Fiji,72,"9,939","13,746",72,"9,503","13,746",2002,2001,,,,,,,,,,,,
Aug-01,Air Vanuatu,Vanuatu,39,"2,786","4,904",40,"2,629","5,064",2002,2001,,,,,,,,,,,,
Aug-01,Ansett International,Fiji,9,"1,157","1,564",8,"1,041","1,420",2002,2001,,,,,,,,,,,,
Aug-01,Ansett International,Hong Kong (SAR),47,"7,319","14,054",47,"9,075","14,054",2002,2001,,,,,,,,,,,,
Aug-01,Ansett International,Indonesia,33,"4,110","5,554",34,"4,793","5,668",2002,2001,,,,,,,,,,,,
Aug-01,Ansett International,Japan,31,"10,536","12,648",31,"11,839","12,648",2002,2001,,,,,,,,,,,,
Aug-01,Asian Express Airlines,New Zealand,19,..,-,19,..,-,2002,2001,,,,,,,,,,,,
Aug-01,Asiana Airlines,Korea,31,"3,696","7,068",31,"5,149","7,068",2002,2001,,,,,,,,,,,,
Aug-01,British Airways,UK,82,"18,148","30,038",83,"18,543","30,439",2002,2001,,,,,,,,,,,,
Aug-01,Cargolux Airlines Intl,Luxembourg,8,..,..,-,..,-,2002,2001,,,,,,,,,,,,
Aug-01,Cargolux Airlines Intl,New Zealand,-,..,-,8,..,..,2002,2001,,,,,,,,,,,,
Aug-01,Cathay Pacific Airways,Hong Kong (SAR),100,"18,190","30,788",100,"21,289","30,788",2002,2001,,,,,,,,,,,,
Aug-01,China Airlines,New Zealand,13,"1,617","3,354",13,"1,521","3,354",2002,2001,,,,,,,,,,,,
Aug-01,China Airlines,Taiwan,13,"2,012","3,354",13,"2,178","3,354",2002,2001,,,,,,,,,,,,
Aug-01,China Eastern Airlines,China,13,"2,521","3,731",13,"2,756","3,731",2002,2001,,,,,,,,,,,,
Aug-01,China Southern Airlines,China,13,"2,385","3,770",13,"2,884","3,770",2002,2001,,,,,,,,,,,,
Aug-01,Continental Micronesia,Guam,9,"1,090","1,368",9,"1,265","1,368",2002,2001,,,,,,,,,,,,
Aug-01,EgyptAir,Egypt,9,"2,016","2,340",9,"1,891","2,340",2002,2001,,,,,,,,,,,,
Aug-01,Emirates,United Arab Emirates,49,"10,582","15,948",49,"12,390","15,948",2002,2001,,,,,,,,,,,,
Aug-01,Eva Air,Taiwan,17,"3,128","4,607",17,"3,584","4,607",2002,2001,,,,,,,,,,,,
Aug-01,Evergreen Intl Airlines,USA,8,..,..,-,..,-,2002,2001,,,,,,,,,,,,
Aug-01,Federal Express Corporation,Philippines,-,..,-,22,..,..,2002,2001,,,,,,,,,,,,
